Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Sample_TB-2463-31A_XenofilteR.265	-	contig000471	-	713	1173	1.137026	413.666687	826.532593
Sample_TB-2463-31A_XenofilteR.266	-	contig000472	+	3832	4136	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.267	-	contig000476	-	1869	2382	1.208571	439.695831	878.540405
Sample_TB-2463-31A_XenofilteR.268	-	contig000480	-	15405	16009	1.114007	405.292084	809.799500
Sample_TB-2463-31A_XenofilteR.269	-	contig000527	+	35457	35949	1.703364	619.708740	1238.217773
Sample_TB-2463-31A_XenofilteR.270	-	contig000534	+	11355	11713	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.271	-	contig000590	+	10628	10936	3.000000	1091.443970	2180.774902
Sample_TB-2463-31A_XenofilteR.272	-	contig000617	-	18409	18692	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.273	-	contig000631	+	3025	3375	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.274	-	contig000648	-	1998	2330	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.275	-	contig000650	+	9887	10188	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.276	-	contig000659	-	14240	14787	1.696203	617.103516	1233.012329
Sample_TB-2463-31A_XenofilteR.277	-	contig000662	+	18039	18458	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.278	-	contig000680	+	10698	11029	4.486382	1632.211548	3261.263184
Sample_TB-2463-31A_XenofilteR.279	-	contig000699	+	3271	3742	1.062500	386.553040	772.357788
Sample_TB-2463-31A_XenofilteR.280	-	contig000720	+	4594	4950	1.202429	437.461304	874.075684
Sample_TB-2463-31A_XenofilteR.281	-	contig000737	-	15504	15847	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.282	-	contig000799	+	1925	2663	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.283	-	contig000802	+	5176	5565	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.284	-	contig000821	-	4341	4769	3.000000	1091.443970	2180.774902
Sample_TB-2463-31A_XenofilteR.285	-	contig000918	-	4063	4441	1.500000	545.721985	1090.387451
Sample_TB-2463-31A_XenofilteR.286	-	contig000943	+	13187	13486	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.287	-	contig000952	-	17016	17340	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.288	-	contig000954	-	16152	16472	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.289	-	contig000954	-	20832	21190	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.290	-	contig000957	+	21891	22274	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.291	-	contig000962	+	18010	18297	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.292	-	contig000965	-	17496	17847	2.196043	798.952576	1596.358521
Sample_TB-2463-31A_XenofilteR.293	-	contig000965	-	18000	18526	2.286103	831.717773	1661.825317
Sample_TB-2463-31A_XenofilteR.294	-	contig000977	+	8620	8959	2.482490	903.166260	1804.583984
Sample_TB-2463-31A_XenofilteR.295	-	contig000977	+	23571	23868	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.296	-	contig000977	+	34949	35407	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.297	-	contig000996	+	1526	2104	1.458537	530.637085	1060.246948
Sample_TB-2463-31A_XenofilteR.298	-	contig000027	-	7924	8292	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.299	-	contig000029	+	752	1190	3.573529	1300.102173	2597.687500
Sample_TB-2463-31A_XenofilteR.300	-	contig000038	-	15081	15751	2.687719	977.831604	1953.770020
Sample_TB-2463-31A_XenofilteR.301	-	contig000082	-	9956	10460	1.000000	363.814636	726.924988
